datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Weekday Name,M01AB_stock,M01AB_stock_status,M01AE_stock,M01AE_stock_status,N02BA_stock,N02BA_stock_status,N02BE_stock,N02BE_stock_status,N05B_stock,N05B_stock_status,N05C_stock,N05C_stock_status,R03_stock,R03_stock_status,R06_stock,R06_stock_status,Day
2019-04-10,2,2,2,34,16,3,9,8,2019,4,Wednesday,138,Medium Stock,263,High Stock,365,High Stock,42,Low Stock,357,High Stock,315,High Stock,85,Medium Stock,345,High Stock,10
2019-04-11,7,6,2,15,15,0,7,8,2019,4,Thursday,130,Medium Stock,257,High Stock,363,High Stock,369,High Stock,342,High Stock,315,High Stock,78,Low Stock,337,High Stock,11
2019-04-12,4,4,4,16,16,0,6,7,2019,4,Friday,126,Medium Stock,252,High Stock,359,High Stock,352,High Stock,326,High Stock,315,High Stock,72,Low Stock,330,High Stock,12
2019-04-13,4,4,1,14,4,0,6,4,2019,4,Saturday,121,Medium Stock,248,High Stock,358,High Stock,338,High Stock,322,High Stock,315,High Stock,66,Low Stock,326,High Stock,13
2019-04-14,4,4,1,23,3,1,7,5,2019,4,Sunday,117,Medium Stock,244,High Stock,357,High Stock,315,High Stock,319,High Stock,314,High Stock,59,Low Stock,321,High Stock,14
2019-04-15,4,6,5,8,17,2,3,5,2019,4,Monday,113,Medium Stock,238,High Stock,352,High Stock,306,High Stock,302,High Stock,312,High Stock,56,Low Stock,316,High Stock,15
2019-04-16,2,2,2,27,12,3,1,3,2019,4,Tuesday,111,Medium Stock,235,High Stock,350,High Stock,279,High Stock,290,High Stock,309,High Stock,55,Low Stock,313,High Stock,16
2019-04-17,7,4,1,13,11,1,24,5,2019,4,Wednesday,104,Medium Stock,231,High Stock,348,High Stock,265,High Stock,279,High Stock,308,High Stock,31,Low Stock,308,High Stock,17
2019-04-18,0,0,0,0,0,0,0,0,2019,4,Thursday,104,Medium Stock,231,High Stock,348,High Stock,265,High Stock,279,High Stock,308,High Stock,331,High Stock,308,High Stock,18
2019-04-19,3,2,1,25,17,0,6,2,2019,4,Friday,100,Medium Stock,228,High Stock,347,High Stock,240,High Stock,262,High Stock,308,High Stock,325,High Stock,306,High Stock,19
2019-04-20,9,3,1,22,12,3,0,6,2019,4,Saturday,91,Medium Stock,224,High Stock,345,High Stock,218,High Stock,250,High Stock,305,High Stock,325,High Stock,300,High Stock,20
2019-04-21,3,4,3,21,11,0,2,12,2019,4,Sunday,88,Medium Stock,220,High Stock,342,High Stock,197,Medium Stock,239,High Stock,305,High Stock,323,High Stock,288,High Stock,21
2019-04-22,8,1,4,51,12,0,31,9,2019,4,Monday,79,Low Stock,218,High Stock,338,High Stock,146,Medium Stock,227,High Stock,305,High Stock,292,High Stock,279,High Stock,22
2019-04-23,9,0,6,18,6,1,4,2,2019,4,Tuesday,70,Low Stock,218,High Stock,332,High Stock,128,Medium Stock,221,High Stock,304,High Stock,288,High Stock,277,High Stock,23
2019-04-24,2,4,3,39,13,3,12,2,2019,4,Wednesday,285,High Stock,213,High Stock,329,High Stock,89,Medium Stock,208,High Stock,301,High Stock,276,High Stock,275,High Stock,24
2019-04-25,14,3,2,15,17,1,7,5,2019,4,Thursday,271,High Stock,209,High Stock,327,High Stock,74,Low Stock,191,Medium Stock,300,High Stock,269,High Stock,269,High Stock,25
2019-04-26,6,1,3,32,6,0,1,11,2019,4,Friday,264,High Stock,208,High Stock,323,High Stock,41,Low Stock,185,Medium Stock,300,High Stock,268,High Stock,258,High Stock,26
2019-04-27,17,2,3,25,13,1,7,7,2019,4,Saturday,247,High Stock,205,High Stock,320,High Stock,307,High Stock,172,Medium Stock,299,High Stock,261,High Stock,251,High Stock,27
2019-04-28,0,0,0,0,0,0,0,0,2019,4,Sunday,247,High Stock,205,High Stock,320,High Stock,307,High Stock,172,Medium Stock,299,High Stock,261,High Stock,251,High Stock,28
2019-04-29,5,6,2,27,5,0,0,3,2019,4,Monday,241,High Stock,199,Medium Stock,318,High Stock,279,High Stock,167,Medium Stock,299,High Stock,261,High Stock,248,High Stock,29
2019-04-30,2,1,8,22,13,2,28,8,2019,4,Tuesday,239,High Stock,197,Medium Stock,310,High Stock,257,High Stock,154,Medium Stock,297,High Stock,233,High Stock,240,High Stock,30
2019-05-01,2,4,1,8,1,0,1,3,2019,5,Wednesday,237,High Stock,193,Medium Stock,309,High Stock,249,High Stock,153,Medium Stock,297,High Stock,232,High Stock,237,High Stock,1
2019-05-02,1,5,5,20,15,1,3,9,2019,5,Thursday,235,High Stock,188,Medium Stock,303,High Stock,229,High Stock,138,Medium Stock,296,High Stock,229,High Stock,228,High Stock,2
2019-05-03,4,2,3,24,11,3,16,8,2019,5,Friday,231,High Stock,186,Medium Stock,300,High Stock,205,High Stock,127,Medium Stock,293,High Stock,213,High Stock,220,High Stock,3
2019-05-04,9,5,4,25,5,1,16,9,2019,5,Saturday,222,High Stock,180,Medium Stock,296,High Stock,180,Medium Stock,122,Medium Stock,292,High Stock,197,Medium Stock,211,High Stock,4
2019-05-05,7,2,4,31,2,0,0,5,2019,5,Sunday,215,High Stock,178,Medium Stock,292,High Stock,149,Medium Stock,120,Medium Stock,292,High Stock,197,Medium Stock,206,High Stock,5
2019-05-06,4,0,2,23,11,2,9,3,2019,5,Monday,211,High Stock,178,Medium Stock,290,High Stock,126,Medium Stock,109,Medium Stock,290,High Stock,188,Medium Stock,203,High Stock,6
2019-05-07,2,5,1,33,19,0,6,5,2019,5,Tuesday,208,High Stock,172,Medium Stock,289,High Stock,93,Medium Stock,90,Medium Stock,290,High Stock,182,Medium Stock,198,Medium Stock,7
2019-05-08,9,4,3,13,15,2,20,0,2019,5,Wednesday,199,Medium Stock,168,Medium Stock,286,High Stock,80,Medium Stock,307,High Stock,288,High Stock,162,Medium Stock,198,Medium Stock,8
2019-05-09,5,2,2,12,10,1,31,4,2019,5,Thursday,194,Medium Stock,166,Medium Stock,284,High Stock,67,Low Stock,297,High Stock,287,High Stock,131,Medium Stock,194,Medium Stock,9
2019-05-10,5,1,5,11,13,2,26,2,2019,5,Friday,189,Medium Stock,164,Medium Stock,278,High Stock,56,Low Stock,284,High Stock,285,High Stock,105,Medium Stock,192,Medium Stock,10
2019-05-11,5,5,5,16,9,0,12,5,2019,5,Saturday,184,Medium Stock,159,Medium Stock,273,High Stock,39,Low Stock,275,High Stock,285,High Stock,93,Medium Stock,187,Medium Stock,11
2019-05-12,4,1,3,38,2,1,19,5,2019,5,Sunday,179,Medium Stock,158,Medium Stock,270,High Stock,297,High Stock,273,High Stock,284,High Stock,74,Low Stock,182,Medium Stock,12
2019-05-13,5,4,2,26,11,0,11,3,2019,5,Monday,174,Medium Stock,153,Medium Stock,268,High Stock,271,High Stock,262,High Stock,284,High Stock,63,Low Stock,179,Medium Stock,13
2019-05-14,6,4,4,25,5,0,11,3,2019,5,Tuesday,167,Medium Stock,149,Medium Stock,264,High Stock,246,High Stock,257,High Stock,284,High Stock,52,Low Stock,176,Medium Stock,14
2019-05-15,4,1,4,28,7,0,5,3,2019,5,Wednesday,163,Medium Stock,148,Medium Stock,259,High Stock,217,High Stock,250,High Stock,284,High Stock,345,High Stock,173,Medium Stock,15
2019-05-16,5,1,2,12,9,1,16,5,2019,5,Thursday,158,Medium Stock,147,Medium Stock,257,High Stock,205,High Stock,241,High Stock,283,High Stock,329,High Stock,168,Medium Stock,16
2019-05-17,2,1,2,28,18,2,4,2,2019,5,Friday,156,Medium Stock,145,Medium Stock,255,High Stock,177,Medium Stock,223,High Stock,281,High Stock,325,High Stock,166,Medium Stock,17
2019-05-18,10,0,5,14,9,2,5,3,2019,5,Saturday,146,Medium Stock,145,Medium Stock,250,High Stock,163,Medium Stock,214,High Stock,279,High Stock,320,High Stock,163,Medium Stock,18
2019-05-19,6,5,4,26,9,0,9,4,2019,5,Sunday,139,Medium Stock,140,Medium Stock,246,High Stock,137,Medium Stock,205,High Stock,279,High Stock,311,High Stock,158,Medium Stock,19
2019-05-20,3,6,5,21,11,4,13,5,2019,5,Monday,135,Medium Stock,133,Medium Stock,241,High Stock,116,Medium Stock,194,Medium Stock,275,High Stock,298,High Stock,153,Medium Stock,20
2019-05-21,5,4,5,17,12,0,1,7,2019,5,Tuesday,130,Medium Stock,129,Medium Stock,236,High Stock,98,Medium Stock,182,Medium Stock,275,High Stock,297,High Stock,146,Medium Stock,21
2019-05-22,8,2,3,28,8,0,9,5,2019,5,Wednesday,122,Medium Stock,126,Medium Stock,233,High Stock,70,Low Stock,174,Medium Stock,275,High Stock,288,High Stock,141,Medium Stock,22
2019-05-23,2,3,2,26,4,0,10,6,2019,5,Thursday,120,Medium Stock,123,Medium Stock,231,High Stock,44,Low Stock,170,Medium Stock,275,High Stock,278,High Stock,135,Medium Stock,23
2019-05-24,5,3,3,36,8,1,5,3,2019,5,Friday,114,Medium Stock,119,Medium Stock,228,High Stock,273,High Stock,162,Medium Stock,274,High Stock,273,High Stock,132,Medium Stock,24
2019-05-25,11,3,4,35,4,0,16,2,2019,5,Saturday,103,Medium Stock,116,Medium Stock,224,High Stock,238,High Stock,158,Medium Stock,274,High Stock,257,High Stock,130,Medium Stock,25
2019-05-26,6,5,2,30,2,0,11,6,2019,5,Sunday,97,Medium Stock,111,Medium Stock,222,High Stock,208,High Stock,155,Medium Stock,274,High Stock,246,High Stock,124,Medium Stock,26
2019-05-27,4,0,1,19,8,0,0,2,2019,5,Monday,92,Medium Stock,110,Medium Stock,220,High Stock,189,Medium Stock,147,Medium Stock,274,High Stock,246,High Stock,122,Medium Stock,27
2019-05-28,4,3,6,18,10,2,5,6,2019,5,Tuesday,88,Medium Stock,106,Medium Stock,214,High Stock,170,Medium Stock,137,Medium Stock,272,High Stock,241,High Stock,116,Medium Stock,28
2019-05-29,5,2,4,15,10,1,0,3,2019,5,Wednesday,82,Medium Stock,104,Medium Stock,210,High Stock,155,Medium Stock,127,Medium Stock,271,High Stock,241,High Stock,113,Medium Stock,29
2019-05-30,5,0,3,17,5,0,6,4,2019,5,Thursday,77,Low Stock,103,Medium Stock,207,High Stock,138,Medium Stock,122,Medium Stock,271,High Stock,235,High Stock,109,Medium Stock,30
2019-05-31,5,3,1,22,2,0,2,5,2019,5,Friday,402,High Stock,100,Medium Stock,206,High Stock,116,Medium Stock,120,Medium Stock,271,High Stock,233,High Stock,104,Medium Stock,31
2019-06-01,3,1,6,21,1,0,8,4,2019,6,Saturday,399,High Stock,99,Medium Stock,200,High Stock,94,Medium Stock,119,Medium Stock,271,High Stock,225,High Stock,100,Medium Stock,1
2019-06-02,4,2,3,28,4,1,6,4,2019,6,Sunday,395,High Stock,96,Medium Stock,197,Medium Stock,66,Low Stock,115,Medium Stock,270,High Stock,219,High Stock,96,Medium Stock,2
2019-06-03,0,2,4,15,4,0,5,10,2019,6,Monday,395,High Stock,346,High Stock,193,Medium Stock,51,Low Stock,111,Medium Stock,270,High Stock,214,High Stock,86,Medium Stock,3
2019-06-04,6,2,5,28,9,1,12,5,2019,6,Tuesday,389,High Stock,343,High Stock,187,Medium Stock,23,Low Stock,102,Medium Stock,269,High Stock,202,High Stock,81,Medium Stock,4
2019-06-05,5,1,2,26,7,0,1,2,2019,6,Wednesday,384,High Stock,341,High Stock,185,Medium Stock,228,High Stock,95,Medium Stock,269,High Stock,201,High Stock,79,Low Stock,5
2019-06-06,7,2,6,27,7,2,11,4,2019,6,Thursday,376,High Stock,339,High Stock,179,Medium Stock,201,High Stock,88,Medium Stock,267,High Stock,190,Medium Stock,350,High Stock,6
2019-06-07,6,2,2,22,6,0,16,0,2019,6,Friday,370,High Stock,336,High Stock,177,Medium Stock,179,Medium Stock,382,High Stock,267,High Stock,174,Medium Stock,350,High Stock,7
2019-06-08,3,3,1,22,12,0,0,2,2019,6,Saturday,367,High Stock,333,High Stock,176,Medium Stock,156,Medium Stock,370,High Stock,267,High Stock,174,Medium Stock,348,High Stock,8
2019-06-09,9,1,8,16,7,4,0,5,2019,6,Sunday,358,High Stock,332,High Stock,168,Medium Stock,140,Medium Stock,363,High Stock,263,High Stock,174,Medium Stock,343,High Stock,9
2019-06-10,3,1,2,15,7,0,6,12,2019,6,Monday,355,High Stock,330,High Stock,166,Medium Stock,125,Medium Stock,356,High Stock,263,High Stock,168,Medium Stock,331,High Stock,10
2019-06-11,11,3,10,25,9,0,7,6,2019,6,Tuesday,343,High Stock,327,High Stock,155,Medium Stock,100,Medium Stock,347,High Stock,263,High Stock,161,Medium Stock,325,High Stock,11
2019-06-12,8,3,1,16,11,0,1,7,2019,6,Wednesday,335,High Stock,323,High Stock,154,Medium Stock,83,Medium Stock,336,High Stock,263,High Stock,160,Medium Stock,318,High Stock,12
2019-06-13,0,3,0,19,2,0,2,9,2019,6,Thursday,335,High Stock,320,High Stock,154,Medium Stock,64,Low Stock,334,High Stock,263,High Stock,158,Medium Stock,309,High Stock,13
2019-06-14,3,3,3,15,2,1,0,6,2019,6,Friday,332,High Stock,317,High Stock,151,Medium Stock,49,Low Stock,332,High Stock,262,High Stock,158,Medium Stock,303,High Stock,14
2019-06-15,7,3,5,15,13,0,7,8,2019,6,Saturday,325,High Stock,314,High Stock,146,Medium Stock,319,High Stock,319,High Stock,262,High Stock,151,Medium Stock,295,High Stock,15
2019-06-16,4,5,3,18,2,0,0,9,2019,6,Sunday,321,High Stock,308,High Stock,143,Medium Stock,301,High Stock,317,High Stock,262,High Stock,151,Medium Stock,286,High Stock,16
2019-06-17,6,4,3,18,6,0,2,2,2019,6,Monday,314,High Stock,304,High Stock,140,Medium Stock,283,High Stock,311,High Stock,262,High Stock,149,Medium Stock,284,High Stock,17
2019-06-18,5,4,3,29,8,0,2,12,2019,6,Tuesday,309,High Stock,299,High Stock,137,Medium Stock,254,High Stock,303,High Stock,262,High Stock,147,Medium Stock,272,High Stock,18
2019-06-19,3,3,3,18,6,1,2,5,2019,6,Wednesday,305,High Stock,296,High Stock,134,Medium Stock,236,High Stock,297,High Stock,261,High Stock,145,Medium Stock,266,High Stock,19
2019-06-20,5,4,3,15,9,4,0,4,2019,6,Thursday,300,High Stock,292,High Stock,131,Medium Stock,221,High Stock,288,High Stock,257,High Stock,145,Medium Stock,262,High Stock,20
2019-06-21,3,2,3,24,8,3,4,6,2019,6,Friday,297,High Stock,290,High Stock,128,Medium Stock,196,Medium Stock,280,High Stock,254,High Stock,141,Medium Stock,256,High Stock,21
2019-06-22,3,4,0,25,11,2,12,5,2019,6,Saturday,294,High Stock,286,High Stock,128,Medium Stock,171,Medium Stock,269,High Stock,252,High Stock,129,Medium Stock,251,High Stock,22
2019-06-23,9,4,5,18,1,0,10,1,2019,6,Sunday,285,High Stock,281,High Stock,123,Medium Stock,153,Medium Stock,268,High Stock,252,High Stock,119,Medium Stock,250,High Stock,23
2019-06-24,10,4,3,19,9,3,3,7,2019,6,Monday,275,High Stock,276,High Stock,119,Medium Stock,134,Medium Stock,259,High Stock,249,High Stock,116,Medium Stock,243,High Stock,24
2019-06-25,2,2,5,12,10,1,0,3,2019,6,Tuesday,273,High Stock,274,High Stock,114,Medium Stock,122,Medium Stock,249,High Stock,248,High Stock,116,Medium Stock,240,High Stock,25
2019-06-26,2,3,1,11,5,1,0,5,2019,6,Wednesday,271,High Stock,270,High Stock,113,Medium Stock,110,Medium Stock,244,High Stock,247,High Stock,116,Medium Stock,235,High Stock,26
2019-06-27,8,6,4,15,5,1,7,2,2019,6,Thursday,262,High Stock,264,High Stock,109,Medium Stock,95,Medium Stock,239,High Stock,246,High Stock,109,Medium Stock,233,High Stock,27
2019-06-28,4,1,2,15,5,0,2,3,2019,6,Friday,258,High Stock,262,High Stock,107,Medium Stock,80,Medium Stock,234,High Stock,246,High Stock,107,Medium Stock,230,High Stock,28
2019-06-29,1,5,5,18,2,0,5,2,2019,6,Saturday,257,High Stock,257,High Stock,102,Medium Stock,62,Low Stock,232,High Stock,246,High Stock,102,Medium Stock,228,High Stock,29
2019-06-30,6,6,0,40,5,0,11,5,2019,6,Sunday,251,High Stock,250,High Stock,102,Medium Stock,22,Low Stock,227,High Stock,246,High Stock,91,Medium Stock,223,High Stock,30
2019-07-01,5,2,1,14,7,0,8,4,2019,7,Monday,246,High Stock,248,High Stock,101,Medium Stock,258,High Stock,220,High Stock,246,High Stock,83,Medium Stock,219,High Stock,1
2019-07-02,5,3,4,14,9,0,1,4,2019,7,Tuesday,240,High Stock,245,High Stock,97,Medium Stock,244,High Stock,211,High Stock,246,High Stock,82,Medium Stock,215,High Stock,2
2019-07-03,4,2,4,30,9,0,1,4,2019,7,Wednesday,236,High Stock,243,High Stock,93,Medium Stock,214,High Stock,202,High Stock,246,High Stock,81,Medium Stock,211,High Stock,3
2019-07-04,5,1,0,13,7,1,3,6,2019,7,Thursday,231,High Stock,241,High Stock,327,High Stock,201,High Stock,195,Medium Stock,245,High Stock,78,Low Stock,205,High Stock,4
2019-07-05,4,3,4,20,11,0,0,2,2019,7,Friday,226,High Stock,238,High Stock,323,High Stock,181,Medium Stock,184,Medium Stock,245,High Stock,78,Low Stock,203,High Stock,5
2019-07-06,4,1,3,16,2,0,1,3,2019,7,Saturday,222,High Stock,236,High Stock,320,High Stock,165,Medium Stock,182,Medium Stock,245,High Stock,77,Low Stock,200,High Stock,6
2019-07-07,5,6,3,25,2,0,3,5,2019,7,Sunday,216,High Stock,230,High Stock,317,High Stock,140,Medium Stock,180,Medium Stock,245,High Stock,74,Low Stock,195,Medium Stock,7
2019-07-08,6,4,2,21,9,1,4,4,2019,7,Monday,210,High Stock,225,High Stock,315,High Stock,118,Medium Stock,171,Medium Stock,244,High Stock,70,Low Stock,191,Medium Stock,8
2019-07-09,2,2,8,15,12,4,3,2,2019,7,Tuesday,208,High Stock,223,High Stock,307,High Stock,103,Medium Stock,159,Medium Stock,240,High Stock,67,Low Stock,189,Medium Stock,9
2019-07-10,10,5,5,19,10,0,1,4,2019,7,Wednesday,198,Medium Stock,217,High Stock,302,High Stock,84,Medium Stock,149,Medium Stock,240,High Stock,66,Low Stock,185,Medium Stock,10
2019-07-11,3,4,4,19,7,0,0,3,2019,7,Thursday,194,Medium Stock,212,High Stock,298,High Stock,65,Low Stock,142,Medium Stock,240,High Stock,66,Low Stock,182,Medium Stock,11
2019-07-12,11,5,4,34,7,0,2,2,2019,7,Friday,183,Medium Stock,207,High Stock,294,High Stock,31,Low Stock,135,Medium Stock,240,High Stock,64,Low Stock,180,Medium Stock,12
2019-07-13,5,3,1,17,5,3,0,5,2019,7,Saturday,178,Medium Stock,204,High Stock,293,High Stock,275,High Stock,130,Medium Stock,237,High Stock,64,Low Stock,175,Medium Stock,13
2019-07-14,6,5,4,23,3,0,5,1,2019,7,Sunday,172,Medium Stock,198,Medium Stock,289,High Stock,252,High Stock,127,Medium Stock,237,High Stock,59,Low Stock,174,Medium Stock,14
2019-07-15,7,1,4,24,6,1,0,7,2019,7,Monday,165,Medium Stock,197,Medium Stock,285,High Stock,228,High Stock,121,Medium Stock,236,High Stock,59,Low Stock,167,Medium Stock,15
2019-07-16,7,3,3,14,7,0,2,4,2019,7,Tuesday,158,Medium Stock,193,Medium Stock,282,High Stock,214,High Stock,114,Medium Stock,236,High Stock,57,Low Stock,163,Medium Stock,16
2019-07-17,3,0,2,26,7,1,0,2,2019,7,Wednesday,154,Medium Stock,193,Medium Stock,279,High Stock,188,Medium Stock,107,Medium Stock,235,High Stock,57,Low Stock,161,Medium Stock,17
2019-07-18,11,3,1,24,11,0,3,3,2019,7,Thursday,143,Medium Stock,190,Medium Stock,278,High Stock,164,Medium Stock,96,Medium Stock,235,High Stock,54,Low Stock,158,Medium Stock,18
2019-07-19,7,5,4,28,15,0,3,7,2019,7,Friday,136,Medium Stock,185,Medium Stock,274,High Stock,136,Medium Stock,81,Medium Stock,235,High Stock,51,Low Stock,151,Medium Stock,19
2019-07-20,4,4,1,17,4,0,6,2,2019,7,Saturday,131,Medium Stock,180,Medium Stock,273,High Stock,119,Medium Stock,299,High Stock,235,High Stock,280,High Stock,149,Medium Stock,20
2019-07-21,6,0,1,16,5,0,1,3,2019,7,Sunday,125,Medium Stock,180,Medium Stock,272,High Stock,103,Medium Stock,294,High Stock,235,High Stock,279,High Stock,146,Medium Stock,21
2019-07-22,1,2,2,14,10,0,0,6,2019,7,Monday,124,Medium Stock,177,Medium Stock,270,High Stock,89,Medium Stock,284,High Stock,235,High Stock,279,High Stock,140,Medium Stock,22
2019-07-23,1,0,5,7,11,0,7,2,2019,7,Tuesday,123,Medium Stock,176,Medium Stock,265,High Stock,81,Medium Stock,273,High Stock,235,High Stock,272,High Stock,137,Medium Stock,23
2019-07-24,8,3,2,30,19,0,2,1,2019,7,Wednesday,115,Medium Stock,173,Medium Stock,263,High Stock,50,Low Stock,254,High Stock,235,High Stock,270,High Stock,136,Medium Stock,24
2019-07-25,6,7,5,20,9,1,11,2,2019,7,Thursday,109,Medium Stock,166,Medium Stock,258,High Stock,30,Low Stock,245,High Stock,234,High Stock,259,High Stock,134,Medium Stock,25
2019-07-26,12,4,0,17,12,0,8,3,2019,7,Friday,96,Medium Stock,162,Medium Stock,258,High Stock,337,High Stock,233,High Stock,234,High Stock,251,High Stock,131,Medium Stock,26
2019-07-27,3,0,1,22,6,3,2,3,2019,7,Saturday,93,Medium Stock,162,Medium Stock,257,High Stock,315,High Stock,227,High Stock,231,High Stock,249,High Stock,128,Medium Stock,27
2019-07-28,4,1,4,13,3,1,0,0,2019,7,Sunday,88,Medium Stock,160,Medium Stock,253,High Stock,302,High Stock,224,High Stock,230,High Stock,249,High Stock,127,Medium Stock,28
2019-07-29,9,4,2,25,12,0,1,2,2019,7,Monday,79,Low Stock,156,Medium Stock,251,High Stock,277,High Stock,212,High Stock,230,High Stock,248,High Stock,125,Medium Stock,29
2019-07-30,9,6,5,19,9,4,33,5,2019,7,Tuesday,70,Low Stock,150,Medium Stock,246,High Stock,258,High Stock,203,High Stock,226,High Stock,215,High Stock,120,Medium Stock,30
2019-07-31,0,2,2,21,4,0,4,2,2019,7,Wednesday,358,High Stock,147,Medium Stock,244,High Stock,237,High Stock,199,Medium Stock,226,High Stock,211,High Stock,118,Medium Stock,31
2019-08-01,8,0,2,37,6,0,1,2,2019,8,Thursday,349,High Stock,146,Medium Stock,242,High Stock,200,High Stock,193,Medium Stock,226,High Stock,210,High Stock,116,Medium Stock,1
2019-08-02,5,1,3,18,7,2,6,1,2019,8,Friday,344,High Stock,144,Medium Stock,239,High Stock,182,Medium Stock,186,Medium Stock,224,High Stock,204,High Stock,115,Medium Stock,2
2019-08-03,5,4,2,12,6,5,1,3,2019,8,Saturday,339,High Stock,140,Medium Stock,236,High Stock,170,Medium Stock,180,Medium Stock,219,High Stock,203,High Stock,112,Medium Stock,3
2019-08-04,6,2,5,24,10,0,2,4,2019,8,Sunday,332,High Stock,137,Medium Stock,231,High Stock,146,Medium Stock,170,Medium Stock,219,High Stock,201,High Stock,108,Medium Stock,4
2019-08-05,4,1,4,6,7,1,5,0,2019,8,Monday,328,High Stock,136,Medium Stock,227,High Stock,140,Medium Stock,163,Medium Stock,218,High Stock,196,Medium Stock,108,Medium Stock,5
2019-08-06,10,4,2,17,4,0,6,6,2019,8,Tuesday,318,High Stock,131,Medium Stock,225,High Stock,123,Medium Stock,159,Medium Stock,218,High Stock,190,Medium Stock,102,Medium Stock,6
2019-08-07,6,1,2,9,7,0,21,3,2019,8,Wednesday,312,High Stock,130,Medium Stock,223,High Stock,114,Medium Stock,152,Medium Stock,218,High Stock,169,Medium Stock,99,Medium Stock,7
2019-08-08,7,1,3,15,10,0,31,3,2019,8,Thursday,305,High Stock,129,Medium Stock,220,High Stock,99,Medium Stock,142,Medium Stock,218,High Stock,138,Medium Stock,96,Medium Stock,8
